dex	species	form	gender	palette	idle_atlas	walk_atlas	runtime_strip	id	columns_idle	duration_idle	columns_walk	duration_walk	cell_width	cell_height	left	top	right	bottom	anchor_x	anchor_y	reference_height	runtime_content_width	runtime_content_height	idle_sha256	walk_sha256	runtime_sha256	source_receipt	status
48	venonat	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-026-050/dex-048__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-026-050/dex-048__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-026-050/dex-048__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0048_00:00:none:shiny	8	2	8	1	256	256	29	27	227	233	128	223.16639667724766	172	12	16	168573b27085f63e595d04e035ae21b55b8bb87d3e87b00b9ea4a671ab74171e	3d90cee4b9daf0e393db6b04e21d1034fab559d72f93df602affddc70a686d82	5bfe46d91483407f6cb32a540772fb367b3c0d6fe92555114afc8a2ec3141217	assets/pokemon-animation-cards/rc31-kanto-026-050/dex-048__form-00__gender-none__palette-shiny__admission.json	verified-render
101	electrode	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0101_00:00:none:normal	8	3.000000238418579	8	1.3333333730697632	256	256	17	39	239	216	128	208.87804270760202	170	15	15	e9805a48b84cb265b09f79d94c4f2d5add12cd64ed6e30295f770d1515df928a	7badd2cdd83554ccedc7ce44e9b81c60beb1cdbcf803682cdc044c3026a7ac39	d42612e1f288e6f94f6e8d1a6d693dd8c77baa5fd1b78e2a914c76692144c528	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-normal__admission.json	verified-render
101	electrode	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0101_00:00:none:shiny	8	3.000000238418579	8	1.3333333730697632	256	256	17	39	239	216	128	208.87804270760202	170	15	15	4c63d6e19316a1e8622ab61f53eaaa608f54905d9efd27aee96b4913899d459e	acc2a1248c9305657339d2b2e02bbe982f4f453d56d9c07e6aa128e7bb0ea94a	fccc3248a8a9001361eafe3478ed8bb08945bbf9e71940070c2f528016e25703	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-101__form-00__gender-none__palette-shiny__admission.json	verified-render
104	cubone	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0104_00:00:none:normal	8	1.6000001430511475	8	1	256	256	19	23	237	232	128	222.3939380615925	207	14	16	60d82ddd8d9f21f83059dc78147d1401b998d283c61657b21f83e9f23660f2f8	fddc129e41f0d0f47f9944764aa475ffb5e665babc6297df3febe0c716e359e7	542d40e995ecd4f74e97176466432f410cb52fbfa7c54f053d90444b9bbaf766	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-normal__admission.json	verified-render
104	cubone	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0104_00:00:none:shiny	8	1.6000001430511475	8	1	256	256	19	23	237	232	128	222.3939380615925	207	14	16	f7f6902cc592108b864bced64c1fced55230347c36f386bfde3bce12181c6de3	216e0eb17f87d8cc3e35d8b2f5f5d3014f29a57f134f41ba538e926f186fca95	09594526040c5cbc361250df87dd19bca34bc2dd69754888290f3f3304183699	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-104__form-00__gender-none__palette-shiny__admission.json	verified-render
105	marowak	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0105_00:00:none:normal	8	1.4000000953674316	8	1	256	256	28	25	228	234	128	224.01324879961803	208	14	16	cd9d39fdf6030eb96fd879be48396980c926eb3686e4a807bfb006e670849415	8004bd678ff90a9acbbe4abaac73b2d938870da7bc9a2e4dc9d3f081049fdf84	7536c7ab60b2a0535cc9faa9e20019d733d2521987dc39fe746973596d8fc2f2	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-normal__admission.json	verified-render
105	marowak	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0105_00:00:none:shiny	8	1.4000000953674316	8	1	256	256	28	25	228	234	128	224.01324879961803	208	14	16	9b6efa0060f2ee17eb7c5ba20ff05d3dda51daeec4f6f76442199f13a4eeb84f	dccab15f748b2ed4a0bdb444cf798d29c741bdf8a4ca451bb8bf2ddb9e5d3e99	f0ee9d94d621c4b87701b32f4289c052bc7354cd3b03e781464e37a0b1a228dc	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-105__form-00__gender-none__palette-shiny__admission.json	verified-render
107	hitmonchan	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0107_00:00:none:normal	8	0.6666666865348816	8	1	256	256	37	24	219	234	128	222.55456649116232	189	11	16	0d3abdb90603f26f00ec0e37e2b0a8f4fe6a944dcc9e0a08330fb1b3553a3c14	33a431cb3b697da5772cd9f23158daaeda975223e7c5fd698a5b904d9cf10fb7	e209c0407d5a7cfa0b8e17e6f6871f0c361ab947edaae2af729130ae6b2323e3	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-normal__admission.json	verified-render
107	hitmonchan	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0107_00:00:none:shiny	8	0.6666666865348816	8	1	256	256	37	24	219	234	128	222.55456649116232	189	11	16	fb2369e97da807b3539c5b143eee7788c7e798ad68cb758467cdf686e57b339d	43340d1f69f4f3ab56a08dd014d474af971e843b5371c91bdc1301eeca76cead	eed2020ba6a97a4af17b8f22963818801a24931c400193e6987990e1a9f46a80	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-107__form-00__gender-none__palette-shiny__admission.json	verified-render
108	lickitung	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0108_00:00:none:normal	8	0.8000000715255737	8	1.3333333730697632	256	256	17	73	239	185	128	177.49417897216154	109	15	15	dac10a399d2e51319e3632b213671e0eb2e07551347c7e09c9358e537652adbc	a8cc086ab4a2f5162eda3c99859b1987e1c4ac23c79d6a03aa2e083e4151a5f1	5842af5e521793ee01286603092164218ffed63a065f750ad38bf21593165441	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-normal__admission.json	verified-render
108	lickitung	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0108_00:00:none:shiny	8	0.8000000715255737	8	1.3333333730697632	256	256	17	73	239	185	128	177.49417897216154	109	15	15	a43858e00eafb63ca840df03afb55554e5ab034797ae1bdc5cdde8f17d53d3af	2ad3178702e15f81430ba0b4a9158bcf4a62142dc4717a2a6d86278b9202d95d	15be88dc2c510fcfd3bc796ad4e1ee23753561f896ac3271111eda7799d393f2	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-108__form-00__gender-none__palette-shiny__admission.json	verified-render
113	chansey	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0113_00:00:none:normal	8	1.7333334684371948	8	1.3333333730697632	256	256	17	44	239	215	128	205.21961090459305	162	15	12	e71a88c148d76a22e91573c8a660b6e8abfa8428291833208c8d41d97a97da71	6487ff45cc29b2ec4590b8a24dcea244a23df029c0a263e88a24da69dea65c8f	7f3b2de25aca41b1dbbe5b36b1ea17c92551fa934c7ea1aaa949ff6ef12331fe	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-normal__admission.json	verified-render
113	chansey	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0113_00:00:none:shiny	8	1.7333334684371948	8	1.3333333730697632	256	256	17	44	239	215	128	205.21961090459305	162	15	12	976c05fb2dc038849edd62d42fda7794f021ea79c77cc00bf70b64a5f9db8354	fda3f7480144bf0b1bdb48f64992da569cf77b56b04ab25fb06f40a2b509f51f	92cabe6529db3be63bb56a75254112f40586e678af04004754c65175eabcb27b	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-113__form-00__gender-none__palette-shiny__admission.json	verified-render
115	kangaskhan	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0115_00:00:none:normal	8	2.3333334922790527	8	1.6000001430511475	256	256	17	65	239	195	128	186.71957703012336	126	15	15	e66f6cb9450b0226c8a96a753b654fc9c22190f03c5a86c653adb201152895e6	9f9eaf4356983c67841f2af367dcf1af479282ad0648cd162ba938b025ca8605	171027f062832cffd64ad15cbcd1e39f5c01ad579438aaf3373cd43412e744cd	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-normal__admission.json	verified-render
115	kangaskhan	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0115_00:00:none:shiny	8	2.3333334922790527	8	1.6000001430511475	256	256	17	65	239	195	128	186.71957703012336	126	15	15	82fca870090af6f21583477a65c1ae537cd6689b1af877f3170564cf301d7012	afcdef42fa8f692c08ae5ec60652cdedae28a88516ca8d533544882839cb948a	13aad77486a6b1190629f78630289a11c63161ebac8256a7d5952b80d465948b	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-115__form-00__gender-none__palette-shiny__admission.json	verified-render
116	horsea	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0116_00:00:none:normal	8	2	8	1	256	256	55	21	201	233	128	254.61440404305395	87	15	16	471a6759ab79e3290dee97a2beb026efa942fed0d566ba702b83d7e39de4d395	4fc2d6da8c5b7fff914788f9ffaba210a17c1be54a7a76b208c8b0b1dd09898c	093aefc680b045f3887cae88e24d81b5bcef5333d1a75239933c1808521679da	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-normal__admission.json	verified-render
116	horsea	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0116_00:00:none:shiny	8	2	8	1	256	256	55	21	201	233	128	254.61440404305395	87	15	16	57a18e9086ddde03c0e56faf372b52af839b72502d85b740c4410bbd6d5e43d1	4644fb93adc8009f03ac216d21b6e0367975823f849c167508e11b3b0be35817	1059d7d8afafb02b0b2b75ee78a520e5781bb784ad20296da98e3c78d95ce4bd	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-116__form-00__gender-none__palette-shiny__admission.json	verified-render
117	seadra	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0117_00:00:none:normal	8	2	8	1.3333333730697632	256	256	45	25	211	232	128	236.67568977530837	149	15	16	39733f3db0082c1c4f38fc39219001f676ce66d86e8ed1af0a1f09d53fc3c656	be5eb0c64e31f1de057d653ae763ba1aed0e67f731154d331ec953f590efacbb	bf7496cf40baf039404b8f5b23cfdf30cd8308df4027f0a355227f7dc6c3e8c5	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-normal__admission.json	verified-render
117	seadra	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0117_00:00:none:shiny	8	2	8	1.3333333730697632	256	256	45	25	211	232	128	236.67568977530837	149	15	16	8c105057d7878e48d7998c922db6c0b0432e558063c837eb6e2602d779d7eff4	5a6f71e08ee0f43a204101cea63dc5b7e43ef7bf0d0307d5fb1035e487a7fb51	ea195d1cf3e22776bc3933e30686c1f38dd91f9cdf8d9b20a62b40c1f612f992	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-117__form-00__gender-none__palette-shiny__admission.json	verified-render
118	goldeen	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0118_00:00:none:normal	8	2.3000001907348633	8	1.1666667461395264	256	256	22	20	234	233	128	267.3401433752058	68	15	7	fcb1e689cd03be74aef6ef3a63e39726f01036b9369ae49ad21257f410093a22	207dce8e9c29c946ea77c5065886a267ba94bd09d9cf8a4e617be537aab03bf9	e8138f5e67f7b318c555ce5f4e941d0f231b86e2044e33690ad98392326fb548	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-normal__admission.json	verified-render
118	goldeen	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0118_00:00:none:shiny	8	2.3000001907348633	8	1.1666667461395264	256	256	22	20	234	233	128	267.3401433752058	68	15	7	45534dcfc913b2b5f85847398f173461991325373c718b00648357f3445c53de	d493c13c4cc43f12d5506e6b3d9e15e59cccaa9470cfc0368a261c96023b08b2	0d86dfcdde769f41f278a7478138441f33c321b73f061c814f5caead9b8238a4	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-118__form-00__gender-none__palette-shiny__admission.json	verified-render
119	seaking	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0119_00:00:none:normal	8	2	8	1.3333333730697632	256	256	17	65	239	195	128	207.53082113703394	97	15	16	0a6d0eb8488b7d9322b4c4fa07f0977df4e55563060aadb3a7f80c27dbad7d8c	f080bea4a9cbc39d08c363b0e90ffab3473b982e897f2aff28b09fa103fad94d	a0047ecde68198292c24d0cc062a3a9268199151301ecf01502d59a45fc0b87f	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-normal__admission.json	verified-render
119	seaking	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0119_00:00:none:shiny	8	2	8	1.3333333730697632	256	256	17	65	239	195	128	207.53082113703394	97	15	16	a26d596b53b2987074bd44171428f4fcd867a122c7ae7706315b11fd1b8ee1f5	a8d0b5562dc797b67b377579137294ac9794654041ea5576ffaa109ae870b6ea	5ab724788d63a3aed3b42618ef95cb2df9ad515bb260f53badb351a6ad278bf0	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-119__form-00__gender-none__palette-shiny__admission.json	verified-render
120	staryu	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0120_00:00:none:normal	8	2	8	1	256	256	26	28	230	234	128	222.70437672607213	196	15	16	e7ca69671285100988e48b5361d3147d054edae927a213efec97f1fbb8c986e9	02c73f333b53f9e270793d57b37bf28aae73a743a461f104dee539ee9c3500b5	7abf522a9c512f1ccef9083e922275847d126f4d6199e65fb224e1f1608ebb15	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-normal__admission.json	verified-render
120	staryu	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0120_00:00:none:shiny	8	2	8	1	256	256	26	28	230	234	128	222.70437672607213	196	15	16	3278a5b9cc79d83832d997a550c03e208c4e13cbb0eac92798b09c5997cceea5	41ee1e07572fa8751979315e5e72a11b7aa79bc0747003e6279211e2bd2001bf	3277bc82f4ae34e1eacfb893fd47e0e4085465051555d9fcde07c407927dbd1e	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-120__form-00__gender-none__palette-shiny__admission.json	verified-render
121	starmie	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0121_00:00:none:normal	8	1.9000000953674316	8	1	256	256	19	24	237	233	128	223.156331390873	196	15	16	79736be9ce35a558003dd2ba7ac57dbeeacc6c4787cd9bcf836965b4a0661ad0	ec7256e88dff0e2a03ecda9026bfc341b752037fed9f7e4059db9082f48b23d7	3fe43cbd67f60ad9336683d6d494881acbd1cc44e23deaed2819f95d1215f647	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-normal__admission.json	verified-render
121	starmie	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0121_00:00:none:shiny	8	1.9000000953674316	8	1	256	256	19	24	237	233	128	223.156331390873	196	15	16	c80f2503bb6eecf84c22bae24a93ba2f8f7e605f98dd4e07005c8d8e2712e623	46880079613ac5203319c75c41d66d777550fbe466752934a8ed2a8e4608c28d	43d074a1a5558f846965e60ed8346e0161cd316c7aa193f3dde2cad5621352ec	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-121__form-00__gender-none__palette-shiny__admission.json	verified-render
122	mrmime	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0122_00:00:none:normal	8	2.5333335399627686	8	1	256	256	25	27	231	232	128	222.7337721814553	185	15	16	ea470b7e30396187ab40986efefd48ff862c671c94b3aaaeab9ac6b00141395f	8a2a830094bfc2f6981de863919ee2629189b4f52e9211c339d74504310fbc00	a836025166e28c176607af166f6396be1c322ff98d57c42125745adcb0ee8c44	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-normal__admission.json	verified-render
122	mrmime	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0122_00:00:none:shiny	8	2.5333335399627686	8	1	256	256	25	27	231	232	128	222.7337721814553	185	15	16	8768cc850bead4e94c26d1a8eaf992e214b6255aa66f0ccd8164700c0aff29bf	157d489f6decf82e8a7c76ab67c9ec2d03810a2d6a894114fd32e77adc212bfb	7a454fa459f489444186e0f52fc1c9838e8d6658c6307ce15898eccb9a32a113	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-122__form-00__gender-none__palette-shiny__admission.json	verified-render
124	jynx	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-124__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-124__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-124__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0124_00:00:none:normal	8	2	8	1.933333396911621	256	256	17	49	239	217	128	201.3392128444535	160	15	16	9b064c0c94c00d0f8d063130b6edf9477c9c731197db23da2d83c3a727b2602d	3c48506a89919c2ff5499c05bb05628a9aae285e5d1bd61a3423ab881fd1037a	86de9977d41c0d7fc533acbc3b0cae32b9f99ee109c12f16224869610de7c5a5	assets/pokemon-animation-cards/rc31-kanto-101-151-source-audited-v4/dex-124__form-00__gender-none__palette-normal__admission.json	verified-render
